Centre;Action;Bague;Date;Heure;Espece;Sexe;Age;Dept;Localite;lieudit;LP;MA;AD;Condrepr;Circrepr;Theme;Bagueur;HS;DS;FS;RE;CS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;B;620827;15/10/2009;16H00;CALDIO;F?;PUL;2A;BONIFACIO;Archipel des Lavezzi;;;;8;20;PROG PERS;CULIOLI, Jean-Michel;;;;;DT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CULIOLI, Jean Michel;;;49;;;;;;;12,6
FRP;B;620828;15/10/2009;16H00;CALDIO;M?;PUL;2A;BONIFACIO;Archipel des Lavezzi;;;;8;20;PROG PERS;CULIOLI, Jean-Michel;;;;;DT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CULIOLI, Jean Michel;;;54,4;;;;; ;;13
FRP;B;620829;15/10/2009;16H00;CALDIO;F?;PUL;2A;BONIFACIO;Archipel des Lavezzi;;;;8;20;PROG PERS;CULIOLI, Jean-Michel;;;;;DT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CULIOLI, Jean Michel;;;46;;;;;;;11,1
FRP;B;620819;15/10/2009;16H00;CALDIO;F?;PUL;2A;BONIFACIO;Archipel des Lavezzi;;;;8;20;PROG PERS;CULIOLI, Jean-Michel;;;;;DT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CULIOLI, Jean Michel;;;49,5;;;;;;; 
FRP;C;562674;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544965;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544799;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544452;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;552391;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544580;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRP;C;544383;24/04/2010;23H00;CALDIO;?;+2A;2A;BONIFACIO;Archipel des Lavezzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
